מס.סידורי,טרנזקציה,תאריך העסקה,שם המוצר,חובה,זכות,חשבון בחובה,חשבון בזכות,גיליון,קישור טרנזקציה
4962,3799671,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799671
4963,3799671,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799671
4964,3799673,2025-11-15,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799673
4965,3799673,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799673
4966,3799673,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799673
4967,3799674,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799674
4968,3799674,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799674
4969,3799674,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799674
4970,3799675,2025-11-15,Credit card,80.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799675
4971,3799675,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,80.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799675
4972,3799677,2025-11-15,Credit card,50.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799677
4973,3799677,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799677
4974,3799678,2025-11-15,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799678
4975,3799678,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799678
4976,3799678,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799678
4977,3799679,2025-11-15,Credit card,80.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799679
4978,3799679,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,80.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799679
4979,3799682,2025-11-15,Credit card,50.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799682
4980,3799682,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799682
4981,3799684,2025-11-15,Cash,50.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799684
4982,3799684,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799684
4983,3799685,2025-11-15,Cash,50.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799685
4984,3799685,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799685
4985,3799686,2025-11-15,Credit card,50.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799686
4986,3799686,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799686
4987,3799688,2025-11-15,Credit card,50.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799688
4988,3799688,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799688
4989,3799690,2025-11-15,Credit card,50.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799690
4990,3799690,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799690
4991,3799691,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799691
4992,3799691,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799691
4993,3799691,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799691
4994,3799693,2025-11-15,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799693
4995,3799693,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799693
4996,3799696,2025-11-15,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799696
4997,3799696,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799696
4998,3799696,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799696
4999,3799698,2025-11-15,Credit card,80.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799698
5000,3799698,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,80.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799698
5001,3799699,2025-11-15,Cash,50.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799699
5002,3799699,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799699
5003,3799701,2025-11-15,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799701
5004,3799701,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799701
5005,3799701,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799701
5006,3799704,2025-11-15,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799704
5007,3799704,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799704
5008,3799704,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799704
5009,3799705,2025-11-15,Credit card,220.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799705
5010,3799705,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,110.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799705
5011,3799705,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,110.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799705
5012,3799707,2025-11-15,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799707
5013,3799707,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799707
5014,3799707,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799707
5015,3799709,2025-11-15,Credit card,190.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799709
5016,3799709,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,80.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799709
5017,3799709,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,110.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799709
5018,3799710,2025-11-15,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799710
5019,3799710,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799710
5020,3799710,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799710
5021,3799711,2025-11-15,Cash,80.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799711
5022,3799711,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,80.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799711
5023,3799712,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799712
5024,3799712,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799712
5025,3799712,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799712
5026,3799714,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799714
5027,3799714,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799714
5028,3799714,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799714
5029,3799717,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799717
5030,3799717,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799717
5031,3799717,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799717
5032,3799718,2025-11-15,Credit card,80.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799718
5033,3799718,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,80.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799718
5034,3799719,2025-11-15,Credit card,60.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799719
5035,3799719,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799719
5036,3799720,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799720
5037,3799720,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799720
5038,3799722,2025-11-15,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799722
5039,3799722,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799722
5040,3799722,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799722
5041,3799725,2025-11-15,Credit card,100.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799725
5042,3799725,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,100.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799725
5043,3799732,2025-11-15,Credit card,90.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799732
5044,3799732,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,90.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799732
5045,3799738,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799738
5046,3799738,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799738
5047,3799738,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799738
5048,3799739,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799739
5049,3799739,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799739
5050,3799739,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799739
5051,3799742,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799742
5052,3799742,2025-11-15,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799742
5053,3799742,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799742
5054,3799860,2025-11-16,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799860
5055,3799860,2025-11-16,מנוי משולב לעונת 25/26,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799860
5056,3799959,2025-11-16,Credit card,150.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799959
5057,3799959,2025-11-16,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,150.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799959
5058,3800036,2025-11-16,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3800036
5059,3800036,2025-11-16,מנוי משולב לעונת 25/26,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3800036
5060,3800037,2025-11-16,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3800037
5061,3800037,2025-11-16,מנוי משולב לעונת 25/26,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3800037
5062,3800038,2025-11-16,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3800038
5063,3800038,2025-11-16,מנוי משולב לעונת 25/26,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3800038
5064,3800041,2025-11-16,Credit card,220.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3800041
5065,3800041,2025-11-16,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,110.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3800041
